modbus_func,register_address,register_sweep_count,label
DIAGNOSTICS,4,1,malicious
DIAGNOSTICS,4,1,malicious
DIAGNOSTICS,4,1,malicious
DIAGNOSTICS,1,2,malicious
DIAGNOSTICS,1,2,malicious
DIAGNOSTICS,1,1,malicious
DIAGNOSTICS,1,2,malicious
DIAGNOSTICS,1,1,malicious
DIAGNOSTICS,10,3,malicious
DIAGNOSTICS,10,2,malicious
DIAGNOSTICS,10,3,malicious
DIAGNOSTICS,10,2,malicious
ENCAPSULATED_INTERFACE,3587,4,benign
ENCAPSULATED_INTERFACE,3587,4,benign
REPORT_SLAVE_ID,0,5,benign
REPORT_SLAVE_ID,4608,3,benign
REPORT_SLAVE_ID,0,5,benign
REPORT_SLAVE_ID,4608,3,benign
READ_COILS,0,1,benign
READ_COILS,256,4,benign
READ_COILS,2,2,benign
READ_COILS,256,4,benign
READ_HOLDING_REGISTERS,5,3,benign
READ_HOLDING_REGISTERS,1024,5,benign
WRITE_SINGLE_COIL,2,3,malicious
WRITE_SINGLE_COIL,2,6,malicious
WRITE_SINGLE_COIL,1,4,malicious
WRITE_SINGLE_COIL,1,6,malicious
WRITE_SINGLE_REGISTER,5,4,malicious
WRITE_SINGLE_REGISTER,5,7,malicious
READ_COILS,0,1,benign
READ_DISCRETE_INPUTS,0,1,benign
READ_HOLDING_REGISTERS,0,1,benign
READ_INPUT_REGISTERS,0,1,benign
WRITE_SINGLE_COIL,0,1,malicious
WRITE_SINGLE_COIL,0,1,malicious
WRITE_SINGLE_REGISTER,0,1,malicious
READ_EXCEPTION_STATUS,0,1,benign
READ_EXCEPTION_STATUS,0,1,benign
DIAGNOSTICS,0,1,malicious
DIAGNOSTICS,0,1,malicious
GET_COMM_EVENT_COUNTER,0,1,benign
WRITE_MULTIPLE_COILS,0,1,malicious
WRITE_MULTIPLE_REGISTERS,0,1,malicious
REPORT_SLAVE_ID,0,1,benign
MASK_WRITE_REGISTER,0,1,malicious
READ_WRITE_MULTIPLE_REGISTERS,0,1,benign
ENCAPSULATED_INTERFACE,0,1,benign
READ_COILS,0,1,benign
READ_COILS,277,2,benign
READ_COILS,0,1,benign
READ_COILS,257,3,benign
READ_COILS,65535,2,benign
READ_COILS,32767,3,benign
READ_COILS,16383,4,benign
READ_COILS,8191,5,benign
READ_COILS,4095,6,benign
READ_COILS,2047,7,benign
READ_COILS,1023,8,benign
READ_COILS,256,4,benign
READ_COILS,1535,9,benign
READ_COILS,256,4,benign
READ_COILS,1791,10,benign
READ_COILS,1663,11,benign
READ_COILS,1599,12,benign
WRITE_SINGLE_REGISTER,100,1,malicious
WRITE_SINGLE_REGISTER,100,1,malicious
WRITE_SINGLE_REGISTER,101,2,malicious
WRITE_SINGLE_REGISTER,101,2,malicious
WRITE_SINGLE_REGISTER,102,3,malicious
WRITE_SINGLE_REGISTER,102,3,malicious
WRITE_SINGLE_REGISTER,500,4,malicious
WRITE_SINGLE_REGISTER,500,4,malicious
WRITE_SINGLE_REGISTER,502,5,malicious
WRITE_SINGLE_REGISTER,502,5,malicious
WRITE_SINGLE_REGISTER,100,5,malicious
WRITE_SINGLE_REGISTER,100,5,malicious
WRITE_SINGLE_REGISTER,101,5,malicious
WRITE_SINGLE_REGISTER,101,5,malicious
WRITE_SINGLE_REGISTER,102,5,malicious
WRITE_SINGLE_REGISTER,102,5,malicious
WRITE_SINGLE_REGISTER,500,5,malicious
WRITE_SINGLE_REGISTER,500,5,malicious
WRITE_SINGLE_REGISTER,502,5,malicious
WRITE_SINGLE_REGISTER,502,5,malicious
READ_INPUT_REGISTERS,0,6,benign
READ_INPUT_REGISTERS,51200,6,benign
READ_HOLDING_REGISTERS,100,6,benign
READ_HOLDING_REGISTERS,51200,6,benign
READ_INPUT_REGISTERS,200,7,benign
READ_INPUT_REGISTERS,51200,6,benign
READ_INPUT_REGISTERS,300,8,benign
READ_INPUT_REGISTERS,51200,6,benign
READ_INPUT_REGISTERS,400,9,benign
READ_INPUT_REGISTERS,51455,7,benign
READ_HOLDING_REGISTERS,500,9,benign
READ_HOLDING_REGISTERS,51200,7,benign
READ_INPUT_REGISTERS,600,10,benign
READ_INPUT_REGISTERS,51200,7,benign
READ_INPUT_REGISTERS,700,11,benign
READ_INPUT_REGISTERS,51200,7,benign
READ_INPUT_REGISTERS,800,12,benign
READ_INPUT_REGISTERS,51200,7,benign
READ_INPUT_REGISTERS,900,13,benign
READ_INPUT_REGISTERS,51200,7,benign
READ_INPUT_REGISTERS,500,13,benign
READ_INPUT_REGISTERS,51455,7,benign
WRITE_SINGLE_REGISTER,100,13,malicious
WRITE_SINGLE_REGISTER,100,7,malicious
WRITE_SINGLE_REGISTER,101,13,malicious
WRITE_SINGLE_REGISTER,101,7,malicious
WRITE_SINGLE_REGISTER,102,13,malicious
WRITE_SINGLE_REGISTER,102,7,malicious
WRITE_SINGLE_REGISTER,500,13,malicious
WRITE_SINGLE_REGISTER,500,7,malicious
WRITE_SINGLE_REGISTER,502,13,malicious
WRITE_SINGLE_REGISTER,502,7,malicious
READ_INPUT_REGISTERS,0,13,benign
READ_INPUT_REGISTERS,51200,7,benign
READ_HOLDING_REGISTERS,100,13,benign
READ_HOLDING_REGISTERS,51200,7,benign
READ_INPUT_REGISTERS,200,13,benign
READ_INPUT_REGISTERS,51200,7,benign
READ_INPUT_REGISTERS,300,13,benign
READ_INPUT_REGISTERS,51200,7,benign
READ_INPUT_REGISTERS,400,13,benign
READ_INPUT_REGISTERS,51200,7,benign
READ_HOLDING_REGISTERS,500,13,benign
READ_HOLDING_REGISTERS,51200,7,benign
READ_INPUT_REGISTERS,600,13,benign
READ_INPUT_REGISTERS,51200,7,benign
READ_INPUT_REGISTERS,700,13,benign
READ_INPUT_REGISTERS,51200,7,benign
READ_INPUT_REGISTERS,800,13,benign
READ_INPUT_REGISTERS,51200,7,benign
READ_INPUT_REGISTERS,900,13,benign
READ_INPUT_REGISTERS,51200,7,benign
READ_INPUT_REGISTERS,500,13,benign
READ_INPUT_REGISTERS,51200,7,benign
READ_INPUT_REGISTERS,0,13,benign
READ_INPUT_REGISTERS,51200,7,benign
READ_HOLDING_REGISTERS,100,13,benign
READ_HOLDING_REGISTERS,51200,7,benign
READ_INPUT_REGISTERS,200,13,benign
READ_INPUT_REGISTERS,51200,7,benign
READ_INPUT_REGISTERS,300,13,benign
READ_INPUT_REGISTERS,51200,7,benign
READ_INPUT_REGISTERS,400,13,benign
READ_INPUT_REGISTERS,51200,7,benign
READ_HOLDING_REGISTERS,500,13,benign
READ_HOLDING_REGISTERS,51200,7,benign
READ_INPUT_REGISTERS,600,13,benign
READ_INPUT_REGISTERS,51200,7,benign
READ_INPUT_REGISTERS,700,13,benign
READ_INPUT_REGISTERS,51200,7,benign
READ_INPUT_REGISTERS,800,13,benign
READ_INPUT_REGISTERS,51200,7,benign
READ_INPUT_REGISTERS,900,13,benign
READ_INPUT_REGISTERS,51200,7,benign
READ_INPUT_REGISTERS,500,13,benign
READ_INPUT_REGISTERS,51200,7,benign
READ_INPUT_REGISTERS,0,13,benign
READ_INPUT_REGISTERS,51200,7,benign
READ_HOLDING_REGISTERS,100,13,benign
READ_HOLDING_REGISTERS,51200,7,benign
READ_INPUT_REGISTERS,200,13,benign
READ_INPUT_REGISTERS,51200,7,benign
READ_INPUT_REGISTERS,300,13,benign
READ_INPUT_REGISTERS,51200,7,benign
READ_INPUT_REGISTERS,400,13,benign
READ_INPUT_REGISTERS,51200,7,benign
READ_HOLDING_REGISTERS,500,13,benign
READ_HOLDING_REGISTERS,51200,7,benign
READ_INPUT_REGISTERS,600,13,benign
READ_INPUT_REGISTERS,51200,7,benign
READ_INPUT_REGISTERS,700,13,benign
READ_INPUT_REGISTERS,51200,7,benign
READ_INPUT_REGISTERS,800,13,benign
READ_INPUT_REGISTERS,51200,7,benign
READ_INPUT_REGISTERS,900,13,benign
READ_INPUT_REGISTERS,51200,7,benign
READ_INPUT_REGISTERS,500,13,benign
READ_INPUT_REGISTERS,51200,7,benign
READ_INPUT_REGISTERS,0,13,benign
READ_INPUT_REGISTERS,51200,7,benign
READ_HOLDING_REGISTERS,100,13,benign
READ_HOLDING_REGISTERS,51200,7,benign
READ_INPUT_REGISTERS,200,13,benign
READ_INPUT_REGISTERS,51200,7,benign
READ_INPUT_REGISTERS,300,13,benign
READ_INPUT_REGISTERS,51200,7,benign
READ_INPUT_REGISTERS,400,13,benign
READ_INPUT_REGISTERS,51200,7,benign
READ_HOLDING_REGISTERS,500,13,benign
READ_HOLDING_REGISTERS,51200,7,benign
READ_INPUT_REGISTERS,600,13,benign
READ_INPUT_REGISTERS,51200,7,benign
READ_INPUT_REGISTERS,700,13,benign
READ_INPUT_REGISTERS,51200,7,benign
READ_INPUT_REGISTERS,800,13,benign
READ_INPUT_REGISTERS,51200,7,benign
READ_INPUT_REGISTERS,900,13,benign
READ_INPUT_REGISTERS,51200,7,benign
READ_INPUT_REGISTERS,500,13,benign
READ_INPUT_REGISTERS,51200,7,benign
READ_INPUT_REGISTERS,0,13,benign
READ_INPUT_REGISTERS,51200,6,benign
READ_HOLDING_REGISTERS,100,13,benign
READ_HOLDING_REGISTERS,51200,5,benign
READ_INPUT_REGISTERS,200,12,benign
READ_INPUT_REGISTERS,51200,4,benign
READ_INPUT_REGISTERS,300,11,benign
READ_INPUT_REGISTERS,51200,3,benign
READ_INPUT_REGISTERS,400,11,benign
READ_INPUT_REGISTERS,51200,2,benign
READ_HOLDING_REGISTERS,500,10,benign
READ_HOLDING_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,600,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,700,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,800,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,900,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,500,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,0,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_HOLDING_REGISTERS,100,10,benign
READ_HOLDING_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,200,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,300,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,400,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_HOLDING_REGISTERS,500,10,benign
READ_HOLDING_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,600,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,700,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,800,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,900,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,500,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,0,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_HOLDING_REGISTERS,100,10,benign
READ_HOLDING_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,200,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,300,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,400,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_HOLDING_REGISTERS,500,10,benign
READ_HOLDING_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,600,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,700,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,800,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,900,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,500,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,0,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_HOLDING_REGISTERS,100,10,benign
READ_HOLDING_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,200,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,300,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,400,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_HOLDING_REGISTERS,500,10,benign
READ_HOLDING_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,600,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,700,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,800,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,900,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,500,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,0,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_HOLDING_REGISTERS,100,10,benign
READ_HOLDING_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,200,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,300,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,400,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_HOLDING_REGISTERS,500,10,benign
READ_HOLDING_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,600,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,700,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,800,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,900,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,500,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,0,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_HOLDING_REGISTERS,100,10,benign
READ_HOLDING_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,200,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,300,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,400,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_HOLDING_REGISTERS,500,10,benign
READ_HOLDING_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,600,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,700,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,800,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,900,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,500,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,0,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_HOLDING_REGISTERS,100,10,benign
READ_HOLDING_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,200,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,300,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,400,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_HOLDING_REGISTERS,500,10,benign
READ_HOLDING_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,600,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,700,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,800,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,900,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,500,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,0,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_HOLDING_REGISTERS,100,10,benign
READ_HOLDING_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,200,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,300,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,400,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_HOLDING_REGISTERS,500,10,benign
READ_HOLDING_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,600,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,700,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,800,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,900,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,500,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,0,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_HOLDING_REGISTERS,100,10,benign
READ_HOLDING_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,200,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,300,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,400,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_HOLDING_REGISTERS,500,10,benign
READ_HOLDING_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,600,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,700,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,800,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,900,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,500,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,0,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_HOLDING_REGISTERS,100,10,benign
READ_HOLDING_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,200,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,300,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,400,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_HOLDING_REGISTERS,500,10,benign
READ_HOLDING_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,600,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,700,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,800,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,900,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,500,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,0,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_HOLDING_REGISTERS,100,10,benign
READ_HOLDING_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,200,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,300,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,400,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_HOLDING_REGISTERS,500,10,benign
READ_HOLDING_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,600,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,700,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,800,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,900,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,500,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,0,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_HOLDING_REGISTERS,100,10,benign
READ_HOLDING_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,200,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,300,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,400,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_HOLDING_REGISTERS,500,10,benign
READ_HOLDING_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,600,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,700,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,800,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,900,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,500,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,0,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_HOLDING_REGISTERS,100,10,benign
READ_HOLDING_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,200,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,300,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,400,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_HOLDING_REGISTERS,500,10,benign
READ_HOLDING_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,600,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,700,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,800,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,900,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,500,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,0,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_HOLDING_REGISTERS,100,10,benign
READ_HOLDING_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,200,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,300,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,400,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_HOLDING_REGISTERS,500,10,benign
READ_HOLDING_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,600,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,700,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,800,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,900,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,500,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,0,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_HOLDING_REGISTERS,100,10,benign
READ_HOLDING_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,200,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,300,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,400,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_HOLDING_REGISTERS,500,10,benign
READ_HOLDING_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,600,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,700,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,800,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,900,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,500,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,0,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_HOLDING_REGISTERS,100,10,benign
READ_HOLDING_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,200,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,300,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,400,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_HOLDING_REGISTERS,500,10,benign
READ_HOLDING_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,600,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,700,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,800,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,900,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,500,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,0,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_HOLDING_REGISTERS,100,10,benign
READ_HOLDING_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,200,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,300,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,400,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_HOLDING_REGISTERS,500,10,benign
READ_HOLDING_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,600,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,700,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,800,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,900,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,500,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,0,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_HOLDING_REGISTERS,100,10,benign
READ_HOLDING_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,200,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,300,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,400,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_HOLDING_REGISTERS,500,10,benign
READ_HOLDING_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,600,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,700,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,800,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,900,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,500,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,0,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_HOLDING_REGISTERS,100,10,benign
READ_HOLDING_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,200,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,300,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,400,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_HOLDING_REGISTERS,500,10,benign
READ_HOLDING_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,600,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,700,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,800,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,900,10,benign
READ_INPUT_REGISTERS,51200,1,benign
READ_INPUT_REGISTERS,500,10,benign
